Display Rank,Combined Rank,Combined Data Quality,Combined Missing Inputs,Score Model,Williams %R,Williams State,Oscillator Confirmation,Signal Rank,Ticker,Short Name,Sector,Industry,Combined Score,Fundamental Score,Technical Score,Fundamental Grade,Technical Grade,Primary Signal,Signals,Radar Category,Signal Confidence,Signal Count,Risk Flags,Risk Flag Count,Signal Drawdown Base,Value Score,Quality Score,Growth Score,Stability Score,Price,MA50,MA200,Price vs MA50,Price vs MA200,RSI14,Stoch K,Stoch D,Stoch Bullish Cross,Stoch Bearish Cross,Momentum 3M,Momentum 6M,52W High,52W Drawdown,Sideways 31D Range,Volume,Volume 20D Avg,Volume Ratio,Technical State,Trend State,RSI State,Stochastic State,Drawdown State,Forward PER,PBR,PSR,EV/EBITDA,FCF Yield,ROE,ROA,Operating Margin,Profit Margin,Revenue CAGR,Revenue Growth,Earnings Growth,Debt/Equity,Free Cash Flow,Operating Cash Flow,Data Quality,Technical Data Quality,Failed Reason,Technical Failed Reason,Fundamental Rank,Market Cap,Fundamental Percentile,Sector Fundamental Rank,Quality Value Signal,Revenue CAGR Years Used,Revenue CAGR Method,PBR Percentile,Forward PER Percentile,PSR Percentile,EV/EBITDA Percentile,FCF Yield Percentile,ROE Percentile,ROA Percentile,Operating Margin Percentile,Profit Margin Percentile,Debt/Equity Raw,Growth CAGR Raw,Growth Earnings Raw,Growth Revenue Raw,Stability Debt Raw,Stability History Raw,Daily Return,Oscillator Identity Error,Trend Score,Momentum Score,RSI Score,Stochastic Score,Volume Score,Technical As Of,Williams Oversold Exit,Williams Overbought Exit,Technical Rank,Fundamental Contribution,Technical Contribution
366,366,OK,,F5_T3_v2,-30.510085674381763,BULLISH,REDUNDANT_SAME_WINDOW,,DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,49.22,56.09,37.78,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,25.47,13.43,3.7,13.5,141.50999450683594,144.72544982910156,148.27308448791504,-0.022217621890708,-0.045612391516886,48.67769654120978,69.48991432561824,60.104307471767015,False,False,-0.1464807281696363,0.0470812916337359,174.1299413685708,-0.1873310621100485,0.1201592712698975,2946400.0,2675045.0,1.101439415037878,STRONG_DOWNTREND,STRONG_DOWNTREND,NEUTRAL,BULLISH,CORRECTION,11.779004,1.6266737,1.1575522,10.733,0.0625291913066405,0.12632,0.06884,0.1299,0.09154,0.00761215890412,0.0,-0.048,0.29451,2413900032.0,3352600064.0,OK,OK,,,224,38604369920.0,55.57,24,,3.0,Yearly,0.7954545454545454,0.7454545454545455,0.6,0.6909090909090909,0.7037037037037037,0.3409090909090909,0.4181818181818181,0.4363636363636363,0.509090909090909,29.451,2.7,0.0,1.0,6.0,1.5,0.0082649686702882,7.105427357601002e-15,0.0,6.0,12.0,10.0,6.0,2026-09-25,False,False,375.0,35.056250000000006,14.1675
366,366,OK,,F5_T3_v2,-77.55865053532929,BEARISH,REDUNDANT_SAME_WINDOW,,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,49.22,45.42,55.56,D,C+,NONE,,NONE,NONE,0,BELOW_MA200,1,False,14.68,13.74,4.5,12.5,57.83000183105469,60.56850402832031,58.824619178771975,-0.045213304194952,-0.0169081816695587,40.94097537592885,22.4413494646707,21.37717406449453,True,False,0.0262154324380674,-0.0661186751833399,69.91812285792612,-0.1728896676965218,0.152343783337115,6521800.0,8518205.0,0.765630787237452,RECOVERY,DOWNTREND,BEARISH,BULLISH,CORRECTION,18.402916,2.8536537,2.0497959,11.621,0.0776870341866493,0.16463,0.04853,0.1283,0.111669995,0.0944294335519606,-0.024,-0.042,0.80925,4415000064.0,4435999744.0,OK,OK,,,409,56830590976.0,18.89,15,,3.0,Yearly,0.3684210526315789,0.2105263157894736,0.5789473684210527,0.3157894736842105,0.8421052631578947,0.631578947368421,0.2105263157894736,0.2631578947368421,0.5263157894736842,80.925,4.5,0.0,0.0,5.0,1.5,0.0094257445784222,0.0,10.0,9.0,12.0,15.0,4.0,2026-09-25,True,False,249.0,28.387500000000003,20.835
368,368,OK,,F5_T3_v2,-86.71427673870573,OVERSOLD,REDUNDANT_SAME_WINDOW,,VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,49.13,54.61,40.0,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,21.68,20.94,4.5,7.5,138.4600067138672,145.38748229980467,155.160513381958,-0.0476483633690848,-0.107633742013854,42.7533704766865,13.285723261294264,8.613782059941927,True,False,-0.1517110978134634,-0.0881092012072501,215.8461302849641,-0.3585244890373078,0.1183841557048057,4899200.0,4496920.0,1.089456783754214,RECOVERY,STRONG_DOWNTREND,BEARISH,OVERSOLD,DEEP_DRAWDOWN,13.570836,15.7225895,2.4575162,10.499,0.0007863166879713,0.42962003,0.05886,0.13766,0.1155,0.0891786674122778,-0.055,-0.062,3.7328,37125000.0,5120999936.0,OK,OK,,,267,47213801472.0,47.12,5,,3.0,Yearly,0.032258064516129,0.8709677419354839,0.6451612903225806,0.9032258064516128,0.8709677419354839,1.0,1.0,0.1290322580645161,0.2580645161290322,373.28,4.5,0.0,0.0,0.0,1.5,0.003769785872534,0.0,0.0,3.0,12.0,15.0,6.0,2026-09-25,False,False,364.0,34.13125,15.0
369,369,OK,,F5_T3_v2,-81.0487678890593,OVERSOLD,REDUNDANT_SAME_WINDOW,,ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,49.04,57.13,35.56,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,9.41,24.23,9.0,14.5,173.3000030517578,201.90243560791012,198.776595993042,-0.1416646236586149,-0.1281669645966567,28.941264648670582,18.95123211094069,28.23428782955969,False,False,-0.2066860309578129,-0.0752451265572897,251.63916971416853,-0.3113154710826398,0.2450604741972994,1240500.0,1895415.0,0.6544740861499988,OVERSOLD,DOWNTREND,OVERSOLD,BEARISH,DEEP_DRAWDOWN,26.012691,7.8930564,6.402972,19.857,0.0270616974749434,0.24818,0.15775,0.28835,0.19443001,-0.0424401481270764,0.104,0.323,0.0044,970776000.0,1394102016.0,OK,OK,,,202,35872694272.0,60.04,24,,3.0,Yearly,0.3134328358208955,0.1830985915492957,0.1267605633802817,0.3,0.3380281690140845,0.6029411764705882,0.9154929577464788,0.9154929577464788,0.8450704225352113,0.44,0.0,6.0,3.0,7.0,1.5,-0.0093179539945702,0.0,10.0,3.0,8.0,7.0,4.0,2026-09-25,False,False,394.0,35.706250000000004,13.335
370,370,OK,,F5_T3_v2,-83.9175650515758,OVERSOLD,REDUNDANT_SAME_WINDOW,,AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,49.03,41.78,61.11,D,C+,NONE,,NONE,NONE,0,BELOW_MA200,1,False,10.11,7.52,11.65,12.5,231.1000061035156,251.17366302490237,232.1870778656006,-0.0799194337481017,-0.0046818788197774,36.89120271871267,16.082434948424197,8.261655940022694,True,False,0.0252532421953191,0.1056677135394081,309.90399928896954,-0.2542851765910037,0.1943168754558222,1497300.0,1431590.0,1.0459000132719565,RECOVERY,DOWNTREND,BEARISH,OVERSOLD,MAJOR_DRAWDOWN,16.082468,2.5879657,4.0630445,17.287,0.0339200134866297,0.06722,0.02317,0.1916,0.10378,0.1769991864204931,0.309,-0.107,0.59401,2082300032.0,2448999936.0,OK,OK,,,442,61388537856.0,12.33,63,,3.0,Yearly,0.4126984126984127,0.265625,0.28125,0.1891891891891892,0.25,0.0317460317460317,0.453125,0.21875,0.125,59.401,7.65,0.0,4.0,5.0,1.5,0.0174789817961367,0.0,10.0,14.0,10.0,15.0,6.0,2026-09-25,False,False,222.0,26.1125,22.916249999999998
371,371,OK,,F5_T3_v2,-28.941622738575266,BULLISH,REDUNDANT_SAME_WINDOW,,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Auto Parts,48.92,56.93,35.56,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,7.11,25.25,10.5,14.06,86.12000274658203,88.44540054321288,91.1678999710083,-0.0262919019230932,-0.0553692388004057,47.477151124404784,71.05837726142474,63.46487579885374,False,False,-0.0383026263348458,-0.0666521525981491,108.72000122070312,-0.2078734199813222,0.1170367386472939,4161700.0,6550875.0,0.6352891789264793,STRONG_DOWNTREND,STRONG_DOWNTREND,NEUTRAL,BULLISH,MAJOR_DRAWDOWN,23.19373,-37.665627,3.6896937,18.671,0.0229213636253058,,0.13670999,0.2015,0.1427,0.0726059860602832,0.081,0.103,,1570733824.0,3289438976.0,PARTIAL,OK,,,204,68527067136.0,59.64,21,,3.0,Yearly,,0.2,0.1818181818181818,0.2,0.2222222222222222,,0.8363636363636363,0.8363636363636363,0.7818181818181819,,4.5,4.0,2.0,0.0,1.5,-0.0013914090927629,0.0,0.0,6.0,12.0,10.0,4.0,2026-09-25,False,False,394.0,35.58125,13.335
372,372,OK,,F5_T3_v2,-72.16826641153051,BEARISH,REDUNDANT_SAME_WINDOW,,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,48.87,56.19,36.67,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,32.59,8.4,2.7,12.5,23.290000915527344,24.52550880432129,27.800105056762696,-0.0503764426928527,-0.1622333488318317,42.34058891041441,27.831733588469493,15.772833701623176,True,False,-0.1282517162899423,-0.1959553697332936,35.921915409280935,-0.3516492467016376,0.1295651974885359,3458200.0,3338935.0,1.035719473424909,RECOVERY,STRONG_DOWNTREND,BEARISH,BULLISH,DEEP_DRAWDOWN,7.53482,0.9158085,0.4306654,7.791,0.1228382249955291,0.07131,0.03995,0.07013,0.03368,0.0218473902242073,-0.03,-0.29,0.8210500000000001,724124992.0,825000000.0,OK,OK,,,222,5894948352.0,56.06,23,,3.0,Yearly,0.9545454545454546,0.9454545454545454,0.9454545454545454,0.8727272727272727,0.9444444444444444,0.2727272727272727,0.2,0.2,0.2181818181818181,82.105,2.7,0.0,0.0,5.0,1.5,0.0126087354577106,0.0,0.0,0.0,12.0,15.0,6.0,2026-09-25,True,False,391.0,35.11875,13.75125
373,373,OK,,F5_T3_v2,-32.67974799653042,BULLISH,REDUNDANT_SAME_WINDOW,,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,48.85,48.16,50.0,D,C,NONE,,NONE,NONE,0,BELOW_MA200,1,False,24.23,7.93,3.5,12.5,56.09000015258789,58.85965675354004,58.13574642181396,-0.0470552625298068,-0.0351891288086817,44.9470047104387,67.32025200346958,56.04470389161448,False,False,-0.0865600804521782,0.0256075858786779,64.48149945123326,-0.1301380918567469,0.1325416640744312,1702800.0,2344410.0,0.726323467311605,DOWNTREND,DOWNTREND,BEARISH,BULLISH,CORRECTION,16.933653,2.7461555,3.8851094,16.073,0.0560083842304537,0.07318,0.03295,0.19137,0.12382,-0.1062478860614696,0.079,0.04,0.59283,939112512.0,1051299968.0,OK,OK,,,374,16767355904.0,25.84,66,,3.0,Yearly,0.8513513513513513,0.5256410256410257,0.6582278481012658,0.6410256410256411,0.7341772151898734,0.12,0.1139240506329113,0.3670886075949367,0.3417721518987341,59.283,0.0,1.5,2.0,5.0,1.5,0.0117244145378776,0.0,10.0,9.0,12.0,10.0,4.0,2026-09-25,False,False,287.0,30.099999999999998,18.75
374,374,OK,,F5_T3_v2,-54.23600660289424,BEARISH,REDUNDANT_SAME_WINDOW,,AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,48.81,57.43,34.44,C,F,NONE,,NONE,NONE,0,BELOW_MA200,1,False,11.45,22.42,9.5,14.06,2872.159912109375,2978.03880859375,3312.1381994628905,-0.0355532292523655,-0.1328381428724393,45.21162890060737,45.76399339710576,40.18572809753676,False,False,-0.0819957308358736,-0.1542446084955506,4332.68017578125,-0.3370939474914094,0.0976152296720325,438800.0,398720.0,1.100521669341894,STRONG_DOWNTREND,STRONG_DOWNTREND,NEUTRAL,BULLISH,DEEP_DRAWDOWN,16.344307,-16.784983,2.332283,13.938,0.0193887076079937,,0.11389,0.19082001,0.12399,0.0523152517284584,0.084,0.077,,903784256.0,3072342016.0,PARTIAL,OK,,,191,46613950464.0,62.23,19,,3.0,Yearly,,0.4,0.3454545454545454,0.3818181818181818,0.1481481481481481,,0.6909090909090909,0.7636363636363637,0.6909090909090909,,4.5,3.0,2.0,0.0,1.5,0.0036376036024723,0.0,0.0,3.0,12.0,10.0,6.0,2026-09-25,False,False,415.0,35.89375,12.915
375,375,OK,,F5_T3_v2,-85.67877328371698,OVERSOLD,REDUNDANT_SAME_WINDOW,,PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,48.74,55.99,36.67,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,14.66,23.13,10.7,7.5,128.6300048828125,136.80886138916014,144.9946654510498,-0.0597830902421039,-0.1128638803181487,29.776059973770455,14.321226716283018,11.649229036054786,True,False,-0.0805280822513225,-0.1290066575502261,166.41419598610082,-0.2270490860433812,0.1169790144310167,6705400.0,8946010.0,0.7495408567618413,RECOVERY,STRONG_DOWNTREND,OVERSOLD,OVERSOLD,MAJOR_DRAWDOWN,14.456196,8.020647,1.8290112,11.639,0.0441883379723011,0.51508,0.08931,0.16836001,0.10785,0.0282590925616892,0.064,1.37,2.3894900000000003,7831875072.0,13456000000.0,OK,OK,,,227,177238507520.0,55.07,11,,3.0,Yearly,0.2941176470588235,0.5,0.4444444444444444,0.5277777777777778,0.3611111111111111,0.8823529411764706,0.7777777777777778,0.5833333333333334,0.6944444444444444,238.949,2.7,6.0,2.0,0.0,1.5,0.0037456965211863,0.0,0.0,6.0,8.0,15.0,4.0,2026-09-25,False,False,391.0,34.99375,13.75125
376,376,OK,,F5_T3_v2,-90.98635207962596,OVERSOLD,REDUNDANT_SAME_WINDOW,,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,48.64,47.82,50.0,D,C,NONE,,NONE,NONE,0,BELOW_MA200,1,False,19.84,10.98,6.5,10.5,56.83000183105469,62.20516418457032,59.52555751800537,-0.0864102269317522,-0.0452840057169616,27.0311783606908,9.013647920374048,4.8863668264968725,True,False,-0.0773414213121511,-0.0405700198723576,67.62200922866248,-0.1595931194696512,0.1333461567126923,1948300.0,2026870.0,0.9612357970664128,RECOVERY,DOWNTREND,OVERSOLD,OVERSOLD,CORRECTION,13.299373,2.7699747,1.1178786,11.091,0.0237203531302993,0.17151,0.046329997,0.09232,0.0661,-0.0052876567688228,0.197,0.092,1.31495,379875008.0,1426000000.0,OK,OK,,,377,16014728192.0,25.25,43,,3.0,Yearly,0.6136363636363636,0.6363636363636364,0.6545454545454545,0.6363636363636364,0.2592592592592592,0.4090909090909091,0.2727272727272727,0.2181818181818181,0.3636363636363636,131.495,0.0,3.0,3.5,3.0,1.5,0.0030003880003599,1.4210854715202004e-14,10.0,6.0,8.0,15.0,6.0,2026-09-25,False,False,287.0,29.8875,18.75
377,377,OK,,F5_T3_v2,-75.05549886559776,BEARISH,REDUNDANT_SAME_WINDOW,,CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,48.58,47.06,51.11,D,C,NONE,,NONE,NONE,0,BELOW_MA200,1,False,5.34,20.22,7.0,14.5,264.4800109863281,267.87646026611327,274.4148213195801,-0.0126791629111832,-0.0362036215299099,41.35009469366899,24.94450113440224,21.399569690296197,True,False,0.2023600799207368,-0.1024285902779748,318.32239016572487,-0.1691441784895034,0.0780081327126893,2201500.0,1931265.0,1.1399264212834592,RECOVERY,STRONG_DOWNTREND,BEARISH,BULLISH,CORRECTION,21.352411,3.7391622,14.687663,21.136,0.0293106958053415,0.15802,0.01481,0.65036005,0.63443,0.0911352454850196,0.008,0.025,0.14587,2909012480.0,4309000192.0,OK,OK,,,390,99247472640.0,22.66,57,,3.0,Yearly,0.2539682539682539,0.109375,0.03125,0.1351351351351351,0.125,0.492063492063492,0.34375,0.984375,1.0,14.587,4.5,1.5,1.0,7.0,1.5,-0.0164738857441228,0.0,0.0,13.0,12.0,15.0,6.0,2026-09-25,True,False,284.0,29.4125,19.166249999999998
378,378,OK,,F5_T3_v2,-40.50136467803669,BULLISH,REDUNDANT_SAME_WINDOW,,GNRC,Generac Holdlings Inc.,Industrials,Specialty Industrial Machinery,48.52,48.97,47.78,D,C,NONE,,NONE,NONE,0,BELOW_MA200,1,False,16.38,10.1,9.0,13.5,208.13999938964844,201.17440002441407,211.40810035705567,0.034624680696893,-0.0154587310603879,57.07200851230486,59.49863532196331,48.8062764347551,False,False,-0.2529610112795214,0.0512121181295375,296.44000244140625,-0.2978680418450308,0.2640690255559219,1176100.0,1511620.0,0.7780394543602228,DOWNTREND,DOWNTREND,BULLISH,BULLISH,MAJOR_DRAWDOWN,16.747942,4.2535214,2.7602983,21.029,0.0235921677631089,0.09491,0.04721,0.17932,0.05817,-0.0266714906950039,0.106,0.92,0.49003,289056512.0,548132992.0,OK,OK,,,367,12252223488.0,27.24,57,,3.0,Yearly,0.5970149253731343,0.6619718309859155,0.5774647887323944,0.2428571428571428,0.2394366197183098,0.1617647058823529,0.2676056338028169,0.5211267605633803,0.2394366197183098,49.003,0.0,6.0,3.0,6.0,1.5,0.0509467113477082,0.0,8.0,6.0,15.0,10.0,4.0,2026-09-25,False,False,319.0,30.60625,17.9175
379,379,OK,,F5_T3_v2,-79.4929420916111,BEARISH,REDUNDANT_SAME_WINDOW,,DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,48.4,41.44,60.0,D,C+,NONE,,NONE,NONE,0,,0,False,11.56,8.88,8.5,12.5,178.61000061035156,187.1601187133789,178.2753215789795,-0.0456834402639013,0.0018773155387286,41.08039882780934,20.507057908388905,31.892604202744334,False,False,-0.0682138186709002,0.0359585722243374,206.0570738488392,-0.1332013151784463,0.1172825598951643,1483300.0,2130235.0,0.6963081537952386,UPTREND,UPTREND,BEARISH,BEARISH,CORRECTION,65.9129,2.523556,10.179036,27.537,0.0547902850580216,0.02912,0.01476,0.25882,0.11825,0.0921860499087576,0.299,-0.587,0.67944,3768482048.0,2967041024.0,OK,OK,,,446,68780113920.0,11.53,29,,3.0,Yearly,0.4642857142857143,0.1666666666666666,0.1612903225806451,0.1290322580645161,0.6774193548387096,0.1428571428571428,0.1612903225806451,0.4516129032258064,0.2903225806451613,67.944,4.5,0.0,4.0,5.0,1.5,-0.0132044165173946,0.0,22.0,9.0,12.0,7.0,4.0,2026-09-25,False,False,226.0,25.9,22.5
380,380,OK,,F5_T3_v2,-25.110116705405783,BULLISH,REDUNDANT_SAME_WINDOW,,NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,48.33,53.99,38.89,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,19.88,20.61,0.0,13.5,6297.60009765625,6303.624814453125,6723.6995532226565,-0.0009557543436057,-0.0633727685470684,51.39017192839318,74.88988329459421,58.59280035872185,False,False,-0.0777638835399092,-0.0356220938244524,8200.0,-0.2319999880907012,0.0567418813539108,24800.0,41310.0,0.6003389009924958,STRONG_DOWNTREND,STRONG_DOWNTREND,NEUTRAL,BULLISH,MAJOR_DRAWDOWN,15.020788,4.857255,1.7017517,10.664,0.0560283908882157,0.31544,0.16547,0.13889,0.1185,-0.006252610482764,-0.109,-0.226,0.3215,918313280.0,1066590016.0,OK,OK,,,286,16390141952.0,43.24,33,,3.0,Yearly,0.4772727272727273,0.509090909090909,0.5272727272727272,0.7090909090909091,0.6296296296296297,0.5681818181818182,0.9090909090909092,0.5636363636363636,0.6545454545454545,32.15,0.0,0.0,0.0,6.0,1.5,0.0099607025184405,3.552713678800501e-15,0.0,6.0,15.0,10.0,4.0,2026-09-25,False,False,369.0,33.74375,14.58375
380,380,OK,,F5_T3_v2,-62.38534036544095,BEARISH,REDUNDANT_SAME_WINDOW,,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,48.33,49.32,46.67,D,C,NONE,,NONE,NONE,0,BELOW_MA200,1,False,25.88,5.65,4.29,13.5,57.84999847412109,57.668199920654295,63.27359994888306,0.0031524922525227,-0.085716657170503,48.22702913326263,37.614659634559054,43.54559640400324,False,False,0.1410255937591253,-0.116119157043371,84.41999816894531,-0.3147358477981848,0.1050458328798142,1684800.0,3632335.0,0.4638338699486694,DOWNTREND,DOWNTREND,NEUTRAL,BEARISH,DEEP_DRAWDOWN,13.959353,2.3658035,3.5480273,16.665,0.0511237933975206,-0.01939,0.04804,0.15134,-0.027679998,-0.0081357181772141,0.11,,0.28553,686174976.0,799100032.0,OK,OK,,,362,13421832192.0,28.23,64,,3.0,Yearly,0.9054054054054054,0.7435897435897436,0.6962025316455697,0.5769230769230769,0.6962025316455697,0.04,0.2025316455696202,0.240506329113924,0.0379746835443038,28.553,0.0,0.0,3.0,6.0,1.5,0.0027734416921625,0.0,8.0,11.0,12.0,7.0,4.0,2026-09-25,False,False,324.0,30.825,17.50125
382,382,OK,,F5_T3_v2,-85.54211883834698,OVERSOLD,REDUNDANT_SAME_WINDOW,,ABT,Abbott Laboratories,Healthcare,Medical Devices,48.32,47.97,48.89,D,C,NONE,,NONE,NONE,0,BELOW_MA200,1,False,15.19,14.58,5.7,12.5,101.29000091552734,107.00579986572264,103.71811599731446,-0.053415786409408,-0.0234107133400879,36.1422366045911,14.457881161653022,16.393478308329808,False,False,0.083855002950413,-0.0183376765074565,132.38997654180503,-0.2349118599356894,0.1543484567252844,7784200.0,8794235.0,0.8851480543788062,DOWNTREND,DOWNTREND,BEARISH,OVERSOLD,MAJOR_DRAWDOWN,16.917128,3.4739478,3.836588,17.578,0.040335856390401,0.10576,0.05328,0.14706999,0.116450004,0.0051279441696463,0.13,-0.475,0.63212,7209124864.0,9905000448.0,OK,OK,,,376,178727452672.0,25.45,47,,3.0,Yearly,0.4909090909090909,0.4067796610169492,0.4166666666666667,0.3220338983050847,0.5333333333333333,0.4363636363636363,0.4833333333333333,0.3666666666666666,0.5666666666666667,63.212,2.7,0.0,3.0,5.0,1.5,0.0021767212958088,0.0,10.0,11.0,10.0,7.0,6.0,2026-09-25,False,False,307.0,29.98125,18.333750000000002
383,383,OK,,F5_T3_v2,-99.35741485409775,OVERSOLD,REDUNDANT_SAME_WINDOW,,LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,48.3,50.62,44.44,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,22.08,14.54,6.5,7.5,43.58000183105469,50.67304550170898,45.73538539886474,-0.1399766601834713,-0.0471272636933667,25.59842155862374,0.6425851459022481,2.24240547071275,False,False,-0.0278896476725866,0.0847818711474017,65.05736847627513,-0.3301296555370623,0.2703074411277919,1733500.0,1459690.0,1.187580924716892,OVERSOLD,DOWNTREND,OVERSOLD,OVERSOLD,DEEP_DRAWDOWN,13.833312,3.5153658,0.9703641,9.404,0.0705893239267339,0.16280001,0.060310002,0.097729996,0.043860003,0.0731242805840979,0.056,-0.062,2.21223,452924992.0,942899968.0,OK,OK,,,341,6416338432.0,32.41,22,,3.0,Yearly,0.5,0.5833333333333334,0.6944444444444444,0.75,0.7222222222222222,0.4705882352941176,0.4722222222222222,0.3611111111111111,0.5,221.223,4.5,0.0,2.0,0.0,1.5,-0.0178047581665001,0.0,10.0,9.0,8.0,7.0,6.0,2026-09-25,False,False,338.0,31.6375,16.665
384,384,OK,,F5_T3_v2,-95.76466583994008,OVERSOLD,REDUNDANT_SAME_WINDOW,,LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,48.16,57.73,32.22,C,F,NONE,,NONE,NONE,0,BELOW_MA200|WEAK_6M_MOMENTUM,2,False,24.11,8.62,12.5,12.5,237.69000244140625,268.99205139160154,309.2674766540528,-0.1163679327632823,-0.2314419705138061,23.8196002706938,4.235334160059915,1.9835496164309585,True,False,-0.1799868437842565,-0.3135728473077042,374.5938890419902,-0.3654728243183852,0.2218793147854318,1646600.0,1666895.0,0.9878246680204812,RECOVERY,STRONG_DOWNTREND,EXTREME_OVERSOLD,OVERSOLD,DEEP_DRAWDOWN,18.264566,2.3153844,2.0080678,13.873,0.0349410292343251,0.0934,0.04384,0.12566,0.08172,0.0861917870999835,0.084,0.283,0.52753,1608999936.0,3292000000.0,OK,OK,,,183,46049013760.0,63.72,19,,3.0,Yearly,0.8656716417910447,0.5633802816901409,0.704225352112676,0.6714285714285714,0.5774647887323944,0.1323529411764706,0.2253521126760563,0.3380281690140845,0.3380281690140845,52.753,4.5,6.0,2.0,5.0,1.5,-0.0014703026995378,0.0,0.0,0.0,8.0,15.0,6.0,2026-09-25,False,False,428.0,36.08125,12.0825
385,385,OK,,F5_T3_v2,-7.090645833664816,OVERBOUGHT,REDUNDANT_SAME_WINDOW,,DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,48.14,55.68,35.56,C,D,NONE,,NONE,NONE,0,BELOW_MA200,1,False,23.14,11.05,7.0,14.5,131.7100067138672,135.83153900146485,136.47478981018065,-0.0303429698131684,-0.034913284006084,49.09374506290241,92.9093541663352,79.99897900176154,False,False,-0.0359315880041445,-0.0379948559301576,156.040166039653,-0.1559224137175233,0.1716094449804275,780500.0,1202625.0,0.648996985760316,STRONG_DOWNTREND,STRONG_DOWNTREND,NEUTRAL,BULLISH,CORRECTION,16.1976,1.2652628,2.4926805,11.985,0.105359986462557,0.01792,0.020669999,0.14239,0.00787,-0.1926929338134674,0.04,1.496,0.22902,1835250048.0,1195000064.0,OK,OK,,,232,17418852352.0,54.08,10,,3.0,Yearly,0.8181818181818182,0.4545454545454545,0.5,0.5454545454545454,0.9090909090909092,0.3636363636363636,0.1818181818181818,0.4090909090909091,0.3181818181818182,22.902,0.0,6.0,1.0,7.0,1.5,0.0114422168575987,7.105427357601002e-15,0.0,6.0,12.0,10.0,4.0,2026-09-25,False,False,394.0,34.8,13.335
386,386,OK,,F5_T3_v2,-81.60300728892348,OVERSOLD,REDUNDANT_SAME_WINDOW,,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,48.12,44.99,53.33,D,C,NONE,,NONE,NONE,0,BELOW_MA200,1,False,7.38,26.42,3.7,7.5,86.05999755859375,90.22619995117188,87.60478351593018,-0.0461750843417185,-0.0176335799865943,38.6948651929354,18.396992711076525,7.420218013185642,True,False,-0.0599177765498987,0.0350758675645355,98.153794108686,-0.1232127261091992,0.0891936314764567,3540200.0,5365870.0,0.6597625361777307,RECOVERY,DOWNTREND,BEARISH,OVERSOLD,CORRECTION,21.321041,295.50674,3.313,15.345,0.0495975772765001,2.67367,0.15838,0.20966,0.096829996,0.0429346019175003,0.049,-0.055,13.88163,3458374912.0,4456000000.0,OK,OK,,,415,69728706560.0,17.69,33,,3.0,Yearly,0.0294117647058823,0.1944444444444444,0.1944444444444444,0.3055555555555556,0.4166666666666667,1.0,0.9444444444444444,0.75,0.6388888888888888,1388.163,2.7,0.0,1.0,0.0,1.5,0.0086732051853772,0.0,10.0,9.0,10.0,15.0,4.0,2026-09-25,False,False,262.0,28.118750000000002,19.99875
